Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total households,All Households that Have One or More Types of Computing Devices,All Households that Have a Desktop or Laptop,Households that have a Desktop or Laptop with No Other Type of Computing Device,All Households that Have a Smartphone,Households that Have a Smartphone with No Other Type of Computing Device,All Households that Have a Tablet or Other Portable Wireless Computer,Households that Have a Tablet or Other Portable Wireless Computer with No Other Type of Computing Device,All Households that Have an Other Computer,Households that Have an Other Computer with No Other Type of Computing Device,Households that Have No Computer,"Percent of Households that Have No Computer, Smartphone, or Tablet",All Households with an Internet Subscription,Households with Dial-up with No Other Type of Internet Subscription,Households with Broadband of Any Type,All Households with Cellular Data Plan,Households with Cellular Data Plan with No Other Type of Internet Subscription,"All Households with Broadband such as Cable, Fiber Optic or DSL","Households with Broadband such as Cable, Fiber Optic or DSL with No Other Type of Internet Subscription",All Households with Satellite Internet Service,Households with Satellite Internet Service with No Other Type of Internet Subscription,Households with Other Service with No Other Type of Internet Subscription,Households with Internet Access without a Subscription,Households with No Internet Access,Percent of Households with No Internet Access,Shape Area,Shape Length
50369,11354,11354,36081091900,450774,327380,Census Tract 919,New York,Queens County,1570,1306,1095,135,1055,194,534,9,85,0,264,16.8,1256,0,1256,890,187,1050,366,53,0,0,8,306,19.5,740696.6171875,5297.316891897921
50369,11356,11356,36081091900,450774,327380,Census Tract 919,New York,Queens County,1570,1306,1095,135,1055,194,534,9,85,0,264,16.8,1256,0,1256,890,187,1050,366,53,0,0,8,306,19.5,740696.6171875,5297.316891897921
50370,11694,11694,36081092200,633290,700664,Census Tract 922,New York,Queens County,771,727,669,123,575,32,453,11,5,0,44,5.7,659,0,659,444,31,614,200,28,8,0,49,63,8.2,1156819.34765625,5460.0806662359
50371,11356,11356,36081092500,312425,0,Census Tract 925,New York,Queens County,1126,821,687,151,636,105,453,0,18,0,305,27.1,786,0,786,488,171,595,298,20,0,0,37,303,26.9,545456.640625,3107.12758404163
50372,11694,11694,36081092800,762718,897590,Census Tract 928,New York,Queens County,1238,1189,1171,105,1044,9,825,0,9,0,49,4.0,1163,0,1163,756,64,1090,374,43,9,0,19,56,4.5,1327977.0234375,5272.87148530159
50373,11356,11356,36081092900,956919,2446820,Census Tract 929,New York,Queens County,2248,1871,1554,420,1393,213,643,39,22,0,377,16.8,1749,16,1733,1072,159,1574,646,65,0,0,35,464,20.6,1610512.8203125,7790.95480478855
50374,11694,11694,36081093401,542009,554670,Census Tract 934.01,New York,Queens County,1473,1334,1201,139,1143,40,927,20,8,0,139,9.4,1266,23,1243,684,136,1087,539,30,20,0,25,182,12.4,957888.6640625,5686.090997569879
50375,11694,11694,36081093402,394743,460266,Census Tract 934.02,New York,Queens County,1718,1578,1454,119,1393,78,1049,0,40,0,140,8.1,1449,0,1449,716,98,1320,712,42,12,9,45,224,13.0,648475.609375,3654.27811557846
50376,11694,11694,36081093800,809668,1300951,Census Tract 938,New York,Queens County,2234,1665,1360,179,1424,139,955,23,75,22,569,25.5,1456,17,1439,742,133,1306,697,36,0,0,57,721,32.3,1442796.9375,5308.11389633968
50377,11356,11356,36081093900,656191,881592,Census Tract 939,New York,Queens County,1622,1385,1172,132,1206,149,591,31,28,0,237,14.6,1357,0,1357,1066,277,1075,291,51,0,0,10,255,15.7,1129961.69140625,5678.76371774671
50378,11693,11693,36081094201,347514,199843,Census Tract 942.01,New York,Queens County,1299,1241,1058,135,1068,89,729,38,78,0,58,4.5,1138,0,1138,588,133,944,531,92,9,0,39,122,9.4,614750.125,3361.4690852945696
50378,11694,11694,36081094201,347514,199843,Census Tract 942.01,New York,Queens County,1299,1241,1058,135,1068,89,729,38,78,0,58,4.5,1138,0,1138,588,133,944,531,92,9,0,39,122,9.4,614750.125,3361.4690852945696
50379,11692,11692,36081094202,713772,458004,Census Tract 942.02,New York,Queens County,1687,1507,1306,149,1294,107,948,22,76,0,180,10.7,1301,0,1301,649,161,1140,652,12,0,0,86,300,17.8,1335327.71875,7576.37435555372
50379,11693,11693,36081094202,713772,458004,Census Tract 942.02,New York,Queens County,1687,1507,1306,149,1294,107,948,22,76,0,180,10.7,1301,0,1301,649,161,1140,652,12,0,0,86,300,17.8,1335327.71875,7576.37435555372
50380,11692,11692,36081094203,509892,1050429,Census Tract 942.03,New York,Queens County,2767,2391,2062,234,2020,217,1242,22,37,0,376,13.6,2026,0,2026,1005,282,1726,1021,34,0,0,74,667,24.1,843829.203125,5727.796595711121
50380,11693,11693,36081094203,509892,1050429,Census Tract 942.03,New York,Queens County,2767,2391,2062,234,2020,217,1242,22,37,0,376,13.6,2026,0,2026,1005,282,1726,1021,34,0,0,74,667,24.1,843829.203125,5727.796595711121
50381,11356,11356,36081094500,1518736,872808,Census Tract 945,New York,Queens County,1163,1021,937,80,918,75,552,0,60,0,142,12.2,959,3,956,648,70,879,308,60,0,0,7,197,16.9,2656353.76953125,11313.8064588293
50381,11357,11357,36081094500,1518736,872808,Census Tract 945,New York,Queens County,1163,1021,937,80,918,75,552,0,60,0,142,12.2,959,3,956,648,70,879,308,60,0,0,7,197,16.9,2656353.76953125,11313.8064588293
50382,11356,11356,36081094700,272641,0,Census Tract 947,New York,Queens County,718,568,530,108,444,33,255,0,13,0,150,20.9,556,0,556,348,64,485,205,12,0,0,0,162,22.6,476046.14453125,3513.69098217213
50383,11692,11692,36081095400,808825,559625,Census Tract 954,New York,Queens County,1675,1536,1357,121,1358,130,913,0,33,0,139,8.3,1327,8,1319,584,91,1206,701,44,22,0,44,304,18.1,1407373.3203125,6270.481826946229
50384,11692,11692,36081096400,862704,586619,Census Tract 964,New York,Queens County,1785,1716,1551,170,1523,58,1198,0,74,0,69,3.9,1529,0,1529,789,99,1383,677,85,36,0,32,224,12.5,1547380.88671875,6991.78882292531
50385,11691,11691,36081097202,576641,1132095,Census Tract 972.02,New York,Queens County,1113,946,767,31,853,59,645,16,29,0,167,15.0,851,0,851,379,91,760,463,7,0,0,29,233,20.9,904514.46484375,5438.18935646592
50385,11692,11692,36081097202,576641,1132095,Census Tract 972.02,New York,Queens County,1113,946,767,31,853,59,645,16,29,0,167,15.0,851,0,851,379,91,760,463,7,0,0,29,233,20.9,904514.46484375,5438.18935646592
50386,11691,11691,36081097203,1314888,1020625,Census Tract 972.03,New York,Queens County,2467,2241,1430,236,1878,308,1429,45,243,0,226,9.2,1767,0,1767,776,120,1625,878,29,22,0,169,531,21.5,2633971.52734375,10828.912886075
50386,11692,11692,36081097203,1314888,1020625,Census Tract 972.03,New York,Queens County,2467,2241,1430,236,1878,308,1429,45,243,0,226,9.2,1767,0,1767,776,120,1625,878,29,22,0,169,531,21.5,2633971.52734375,10828.912886075
50387,11691,11691,36081097204,391826,0,Census Tract 972.04,New York,Queens County,1036,877,633,88,704,71,539,45,101,0,159,15.3,803,0,803,380,140,663,410,13,0,0,43,190,18.3,680260.671875,4288.35550031188
50387,11692,11692,36081097204,391826,0,Census Tract 972.04,New York,Queens County,1036,877,633,88,704,71,539,45,101,0,159,15.3,803,0,803,380,140,663,410,13,0,0,43,190,18.3,680260.671875,4288.35550031188
50388,11357,11357,36081097300,528721,191606,Census Tract 973,New York,Queens County,664,552,530,86,435,5,395,0,31,0,112,16.9,543,6,537,379,65,472,158,8,0,0,10,111,16.7,920128.87890625,4744.03196218681
50389,11357,11357,36081098100,650601,922899,Census Tract 981,New York,Queens County,771,655,608,61,582,0,492,4,7,0,116,15.0,662,8,654,472,49,597,167,16,0,4,9,100,13.0,1124276.9609375,6888.23637766468
50390,11357,11357,36081098700,667301,731613,Census Tract 987,New York,Queens County,834,749,705,70,640,25,500,8,26,0,85,10.2,736,0,736,544,35,682,178,31,10,4,5,93,11.2,1148754.4609375,6716.8958362738
50391,11357,11357,36081099100,1081249,432743,Census Tract 991,New York,Queens County,2870,2641,2511,253,2119,47,1743,47,130,21,229,8.0,2613,15,2598,2087,120,2463,463,144,0,0,0,257,9.0,1914678.80078125,6572.96257636854
50392,11691,11691,36081099200,581564,324488,Census Tract 992,New York,Queens County,1392,1196,978,99,1029,133,702,32,47,0,196,14.1,1028,11,1017,467,78,928,539,31,0,0,12,352,25.3,1029287.78125,6205.96914923188
50393,11357,11357,36081099701,978866,0,Census Tract 997.01,New York,Queens County,1243,1129,1060,109,961,11,757,8,42,0,114,9.2,1081,22,1059,867,112,938,177,63,9,0,49,113,9.1,1708920.05078125,5478.95836185005
50393,11360,11360,36081099701,978866,0,Census Tract 997.01,New York,Queens County,1243,1129,1060,109,961,11,757,8,42,0,114,9.2,1081,22,1059,867,112,938,177,63,9,0,49,113,9.1,1708920.05078125,5478.95836185005
50394,11360,11360,36081099703,576606,0,Census Tract 997.03,New York,Queens County,1731,1614,1496,159,1380,58,1040,5,50,0,117,6.8,1560,0,1560,1233,127,1433,313,25,0,0,15,156,9.0,1005092.953125,5929.395697567939
50395,11360,11360,36081099704,675915,0,Census Tract 997.04,New York,Queens County,3690,3361,3131,604,2659,85,1871,39,77,0,329,8.9,3245,14,3231,2488,266,2965,743,34,0,0,50,395,10.7,1180046.31640625,5061.08056623763
50396,11360,11360,36081099705,440081,4538936,Census Tract 997.05,New York,Queens County,1055,929,888,88,832,10,726,0,72,0,126,11.9,866,0,866,610,22,835,247,19,0,0,82,107,10.1,850955.8203125,11394.398553073
50397,11691,11691,36081099801,456707,0,Census Tract 998.01,New York,Queens County,2574,2270,2107,177,1964,138,1221,0,170,0,304,11.8,2320,0,2320,1159,135,2162,1161,66,0,0,16,238,9.2,792998.71484375,3798.5421531927204
50398,11691,11691,36081099802,434629,689393,Census Tract 998.02,New York,Queens County,2676,2075,1597,229,1776,226,1219,47,0,0,601,22.5,1681,20,1661,769,251,1384,842,70,0,0,99,896,33.5,831498.2890625,3870.1035144193297
50399,11359,11360,36081099900,648383,0,Census Tract 999,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,1101529.453125,5348.49876549791
50400,11691,11691,36081100801,644973,339805,Census Tract 1008.01,New York,Queens County,633,580,569,86,475,11,393,0,11,0,53,8.4,569,0,569,240,7,562,310,31,0,0,16,48,7.6,1130511.48828125,5674.057619231371
50401,11691,11691,36081100802,1038703,144963,Census Tract 1008.02,New York,Queens County,2558,2455,2125,355,1964,125,1204,47,62,0,103,4.0,2180,0,2180,1085,237,1921,1071,90,0,0,124,254,9.9,1751838.09765625,6568.60713569168
50402,11691,11691,36081101001,804855,210562,Census Tract 1010.01,New York,Queens County,3325,2468,2095,354,2034,110,1394,43,99,20,857,25.8,2209,0,2209,1115,255,1954,974,92,0,0,20,1096,33.0,1377674.25390625,5435.13077381522
50403,11691,11691,36081101002,556508,113552,Census Tract 1010.02,New York,Queens County,1600,1174,895,174,922,176,581,34,37,0,426,26.6,974,12,962,519,16,946,433,9,0,0,51,575,35.9,977838.296875,4467.63555452638
50404,11357,11357,36081101700,987636,0,Census Tract 1017,New York,Queens County,2441,2183,1996,223,1829,86,1362,14,70,0,258,10.6,2064,12,2052,1543,232,1820,471,24,0,0,32,345,14.1,1724164.86328125,5631.81336497566
50404,11358,11358,36081101700,987636,0,Census Tract 1017,New York,Queens County,2441,2183,1996,223,1829,86,1362,14,70,0,258,10.6,2064,12,2052,1543,232,1820,471,24,0,0,32,345,14.1,1724164.86328125,5631.81336497566
50405,11357,11357,36081102900,490509,0,Census Tract 1029,New York,Queens County,1349,1145,1089,117,996,9,758,9,0,0,204,15.1,1145,0,1145,773,52,1093,344,9,0,0,0,204,15.1,856411.23828125,4309.93612696944
50406,11691,11691,36081103201,400183,28173,Census Tract 1032.01,New York,Queens County,2002,1722,1271,178,1395,156,993,48,117,0,280,14.0,1447,0,1447,604,183,1144,815,38,19,0,113,442,22.1,705357.23828125,4335.7929804552205
50407,11691,11691,36081103202,712534,0,Census Tract 1032.02,New York,Queens County,1920,1713,1538,136,1524,83,1175,0,94,0,207,10.8,1604,0,1604,741,179,1425,863,36,0,0,73,243,12.7,1237506.52734375,4660.774251793599
50408,11357,11357,36081103300,606048,0,Census Tract 1033,New York,Queens County,1424,1289,1174,149,1084,93,917,7,17,0,135,9.5,1240,7,1233,796,107,1126,403,77,0,0,0,184,12.9,1057989.80078125,4670.94298711714
50409,11357,11357,36081103900,878035,0,Census Tract 1039,New York,Queens County,2101,1937,1840,297,1590,80,1119,0,43,0,164,7.8,1743,0,1743,1388,179,1564,307,0,0,0,124,234,11.1,1533022.1875,5520.292682899829
50410,11354,11354,36081104700,841801,0,Census Tract 1047,New York,Queens County,2606,2157,2027,230,1812,60,1196,16,121,0,449,17.2,2047,0,2047,1354,291,1737,675,12,0,0,0,559,21.5,1469361.890625,5298.61239521204
50410,11357,11357,36081104700,841801,0,Census Tract 1047,New York,Queens County,2606,2157,2027,230,1812,60,1196,16,121,0,449,17.2,2047,0,2047,1354,291,1737,675,12,0,0,0,559,21.5,1469361.890625,5298.61239521204
50411,11354,11354,36081105900,649579,0,Census Tract 1059,New York,Queens County,1288,1146,1037,125,914,38,693,57,59,0,142,11.0,1091,26,1065,676,26,1031,379,43,0,0,23,174,13.5,1133800.19921875,4928.095410130711
50411,11357,11357,36081105900,649579,0,Census Tract 1059,New York,Queens County,1288,1146,1037,125,914,38,693,57,59,0,142,11.0,1091,26,1065,676,26,1031,379,43,0,0,23,174,13.5,1133800.19921875,4928.095410130711
50411,11358,11358,36081105900,649579,0,Census Tract 1059,New York,Queens County,1288,1146,1037,125,914,38,693,57,59,0,142,11.0,1091,26,1065,676,26,1031,379,43,0,0,23,174,13.5,1133800.19921875,4928.095410130711
50412,11693,11693,36081107201,1385932,0,Census Tract 1072.01,New York,Queens County,772,734,702,88,605,20,531,0,54,6,38,4.9,675,0,675,363,0,668,306,25,0,0,13,84,10.9,2152591.7265625,12736.0295854248
50414,11358,11358,36081108500,444815,0,Census Tract 1085,New York,Queens County,851,744,698,102,612,32,458,0,37,6,107,12.6,732,0,732,497,41,675,229,22,0,0,3,116,13.6,776365.171875,3745.5555962595
50414,11360,11360,36081108500,444815,0,Census Tract 1085,New York,Queens County,851,744,698,102,612,32,458,0,37,6,107,12.6,732,0,732,497,41,675,229,22,0,0,3,116,13.6,776365.171875,3745.5555962595
50415,11360,11360,36081109300,1069850,458982,Census Tract 1093,New York,Queens County,1075,965,914,77,871,22,533,8,43,0,110,10.2,917,0,917,726,27,879,183,48,0,0,21,137,12.7,1931653.41015625,8289.93620657126
50415,11361,11361,36081109300,1069850,458982,Census Tract 1093,New York,Queens County,1075,965,914,77,871,22,533,8,43,0,110,10.2,917,0,917,726,27,879,183,48,0,0,21,137,12.7,1931653.41015625,8289.93620657126
50416,11361,11361,36081109700,445149,0,Census Tract 1097,New York,Queens County,638,608,582,55,507,22,425,0,11,0,30,4.7,594,7,587,454,47,540,118,20,0,0,5,39,6.1,776902.3359375,4566.32112494549
50417,11358,11358,36081109900,378701,0,Census Tract 1099,New York,Queens County,1108,960,852,76,845,73,587,0,78,0,148,13.4,894,0,894,666,100,784,212,7,0,0,28,186,16.8,660879.96484375,3329.91307723074
50417,11361,11361,36081109900,378701,0,Census Tract 1099,New York,Queens County,1108,960,852,76,845,73,587,0,78,0,148,13.4,894,0,894,666,100,784,212,7,0,0,28,186,16.8,660879.96484375,3329.91307723074
50418,11361,11361,36081111300,730305,105941,Census Tract 1113,New York,Queens County,784,715,706,40,626,0,589,4,46,5,69,8.8,705,0,705,540,24,672,147,19,6,0,8,71,9.1,1266818.05078125,5313.3184582712
50419,11361,11361,36081112300,279273,0,Census Tract 1123,New York,Queens County,762,716,687,104,590,12,398,7,29,5,46,6.0,688,0,688,516,27,652,172,16,0,0,11,63,8.3,487345.54296875,3141.9965437394603
50420,11361,11361,36081112900,354968,0,Census Tract 1129,New York,Queens County,836,757,706,70,675,27,484,0,25,0,79,9.4,728,0,728,575,48,677,153,5,0,0,0,108,12.9,619422.6875,3655.4012388362
50421,11358,11358,36081113300,253829,0,Census Tract 1133,New York,Queens County,628,561,530,61,472,31,383,0,14,0,67,10.7,561,5,556,453,65,481,103,23,0,0,6,61,9.7,442915.15234375,2786.56269635122
50421,11361,11361,36081113300,253829,0,Census Tract 1133,New York,Queens County,628,561,530,61,472,31,383,0,14,0,67,10.7,561,5,556,453,65,481,103,23,0,0,6,61,9.7,442915.15234375,2786.56269635122
50422,11358,11358,36081113900,383381,0,Census Tract 1139,New York,Queens County,1453,1263,1136,163,1031,102,596,15,63,0,190,13.1,1234,0,1234,876,235,999,350,18,0,0,15,204,14.0,668976.11328125,4074.6127825753297
50423,11358,11358,36081114100,448090,0,Census Tract 1141,New York,Queens County,825,741,733,88,622,0,468,0,51,0,84,10.2,684,0,684,481,0,657,180,24,0,0,40,101,12.2,782002.81640625,3995.22378795887
50424,11358,11358,36081114700,308438,0,Census Tract 1147,New York,Queens County,616,574,531,93,458,29,307,4,5,0,42,6.8,542,9,533,389,52,473,139,12,0,0,23,51,8.3,538270.4296875,3057.53876892766
50425,11354,11354,36081115100,282637,13939,Census Tract 1151,New York,Queens County,354,282,279,41,236,0,187,0,4,0,72,20.3,278,0,278,202,4,274,67,6,0,0,4,72,20.3,517574.8671875,2903.1551978801
50425,11358,11358,36081115100,282637,13939,Census Tract 1151,New York,Queens County,354,282,279,41,236,0,187,0,4,0,72,20.3,278,0,278,202,4,274,67,6,0,0,4,72,20.3,517574.8671875,2903.1551978801
50426,11354,11354,36081115500,187009,0,Census Tract 1155,New York,Queens County,673,567,450,65,488,99,253,4,6,4,106,15.8,533,0,533,328,88,445,199,0,0,0,20,120,17.8,326354.8359375,3009.84687634498
50427,11354,11354,36081115700,314622,0,Census Tract 1157,New York,Queens County,1232,1001,854,192,775,96,428,11,9,0,231,18.8,909,9,900,571,171,721,329,27,0,0,0,323,26.2,549053.02734375,3217.5544133570597
50428,11354,11354,36081115900,308992,0,Census Tract 1159,New York,Queens County,1329,1036,935,50,907,76,514,0,37,0,293,22.0,993,5,988,630,125,855,349,8,0,0,37,299,22.5,539249.34765625,2952.83932281753
50429,11354,11354,36081116100,175693,0,Census Tract 1161,New York,Queens County,1489,1158,971,178,885,132,499,17,51,10,331,22.2,1002,0,1002,610,172,807,385,24,0,7,22,465,31.2,306597.69140625,2510.02748900917
50430,11354,11354,36081116300,251471,0,Census Tract 1163,New York,Queens County,2763,2074,1688,314,1699,304,750,18,39,0,689,24.9,1831,0,1831,1167,400,1417,617,55,0,0,134,798,28.9,438796.71875,3421.6835998652
50430,11355,11355,36081116300,251471,0,Census Tract 1163,New York,Queens County,2763,2074,1688,314,1699,304,750,18,39,0,689,24.9,1831,0,1831,1167,400,1417,617,55,0,0,134,798,28.9,438796.71875,3421.6835998652
50431,11354,11354,36081116700,166109,0,Census Tract 1167,New York,Queens County,554,417,329,33,372,76,184,0,16,0,137,24.7,362,0,362,226,95,267,136,0,0,0,33,159,28.7,289831.51171875,2697.41232889637
50431,11355,11355,36081116700,166109,0,Census Tract 1167,New York,Queens County,554,417,329,33,372,76,184,0,16,0,137,24.7,362,0,362,226,95,267,136,0,0,0,33,159,28.7,289831.51171875,2697.41232889637
50432,11354,11354,36081117100,397540,0,Census Tract 1171,New York,Queens County,902,759,648,65,641,53,408,21,36,5,143,15.9,632,0,632,437,116,510,189,9,6,0,51,219,24.3,693662.57421875,3999.0526060298603
50432,11358,11358,36081117100,397540,0,Census Tract 1171,New York,Queens County,902,759,648,65,641,53,408,21,36,5,143,15.9,632,0,632,437,116,510,189,9,6,0,51,219,24.3,693662.57421875,3999.0526060298603
50433,11358,11358,36081117500,562493,0,Census Tract 1175,New York,Queens County,1889,1593,1463,129,1456,53,905,8,60,0,296,15.7,1490,0,1490,1046,206,1284,405,81,0,0,29,370,19.6,981437.05078125,4435.88865005387
50434,11358,11358,36081118100,195225,0,Census Tract 1181,New York,Queens County,611,562,514,41,511,33,315,0,45,0,49,8.0,528,0,528,370,58,465,142,15,0,0,34,49,8.0,340606.90625,2441.80697479438
50434,11361,11361,36081118100,195225,0,Census Tract 1181,New York,Queens County,611,562,514,41,511,33,315,0,45,0,49,8.0,528,0,528,370,58,465,142,15,0,0,34,49,8.0,340606.90625,2441.80697479438
50435,11355,11355,36081118500,155079,0,Census Tract 1185,New York,Queens County,675,558,498,62,492,37,252,0,26,0,117,17.3,525,0,525,315,71,449,205,12,5,0,15,135,20.0,270563.12109375,3260.9200280889195
50435,11358,11358,36081118500,155079,0,Census Tract 1185,New York,Queens County,675,558,498,62,492,37,252,0,26,0,117,17.3,525,0,525,315,71,449,205,12,5,0,15,135,20.0,270563.12109375,3260.9200280889195
50436,11355,11355,36081118700,187235,0,Census Tract 1187,New York,Queens County,744,613,475,135,449,100,247,12,12,0,131,17.6,503,0,503,331,64,421,152,55,13,0,0,241,32.4,326668.59765625,2531.69920205392
50437,11355,11355,36081118900,202351,0,Census Tract 1189,New York,Queens County,677,588,508,98,480,80,267,0,11,0,89,13.1,510,0,510,313,57,453,183,23,0,0,37,130,19.2,353008.015625,2416.65041073256
50438,11355,11355,36081119100,217684,0,Census Tract 1191,New York,Queens County,978,824,731,160,651,62,322,0,14,7,154,15.7,772,0,772,479,72,673,274,27,12,0,0,206,21.1,379758.921875,2933.70365169857
50438,11358,11358,36081119100,217684,0,Census Tract 1191,New York,Queens County,978,824,731,160,651,62,322,0,14,7,154,15.7,772,0,772,479,72,673,274,27,12,0,0,206,21.1,379758.921875,2933.70365169857
50439,11358,11358,36081119300,211094,0,Census Tract 1193,New York,Queens County,708,644,571,106,528,52,326,0,10,0,64,9.0,606,0,606,372,53,553,228,6,0,0,4,98,13.8,368267.421875,2807.75661794401
50440,11358,11358,36081119500,189356,0,Census Tract 1195,New York,Queens County,410,373,355,48,286,0,175,12,36,0,37,9.0,373,0,373,258,63,310,105,38,0,0,0,37,9.0,330324.46484375,2729.34482533758
50441,11355,11355,36081119900,184357,0,Census Tract 1199,New York,Queens County,484,422,395,43,374,17,192,0,30,0,62,12.8,397,5,392,250,33,354,142,18,0,0,4,83,17.1,321590.421875,2855.1985284156203
50441,11358,11358,36081119900,184357,0,Census Tract 1199,New York,Queens County,484,422,395,43,374,17,192,0,30,0,62,12.8,397,5,392,250,33,354,142,18,0,0,4,83,17.1,321590.421875,2855.1985284156203
50442,11355,11355,36081120100,162893,0,Census Tract 1201,New York,Queens County,425,349,330,29,315,15,123,0,22,0,76,17.9,333,0,333,179,31,302,145,4,0,0,0,92,21.6,284145.28125,2619.06499607632
