Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population 25 Years and Over in Households,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households,All Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer without an Internet Subscription,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have No Computer,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households,All Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer without an Internet Subscription,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have No Computer,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households,All Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer without an Internet Subsription,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have No Computer,Population 25 Years and Over in Households that Have No Computer,Percent of Population 25 Years and Over in Households that Have No Computer,Percent of Population 25 Years and Over who are Not High School Graduates in Households that Have No Computer,Percent of Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have No Computer,Percent of Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have No Computer,Shape Area,Shape Length
50399,11359,11360,36081099900,648383,0,Census Tract 999,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1101529.453125,5348.49876549791
50400,11691,11691,36081100801,644973,339805,Census Tract 1008.01,New York,Queens County,1401,215,182,0,171,11,33,706,690,0,690,0,16,480,459,0,459,0,21,70,5.0,15.3,2.3,4.4,1130511.48828125,5674.057619231371
50401,11691,11691,36081100802,1038703,144963,Census Tract 1008.02,New York,Queens County,4918,982,923,0,725,198,59,2532,2393,0,2193,200,139,1404,1358,0,1200,158,46,244,5.0,6.0,5.5,3.3,1751838.09765625,6568.60713569168
50402,11691,11691,36081101001,804855,210562,Census Tract 1010.01,New York,Queens County,5874,1483,918,0,789,129,565,2959,2416,0,2139,277,543,1432,1303,0,923,380,129,1237,21.1,38.1,18.4,9.0,1377674.25390625,5435.13077381522
50403,11691,11691,36081101002,556508,113552,Census Tract 1010.02,New York,Queens County,2480,311,114,12,59,43,197,1155,837,0,690,147,318,1014,950,0,869,81,64,579,23.3,63.3,27.5,6.3,977838.296875,4467.63555452638
50404,11357,11357,36081101700,987636,0,Census Tract 1017,New York,Queens County,4429,542,480,0,451,29,62,2282,2045,0,1884,161,237,1605,1582,0,1534,48,23,322,7.3,11.4,10.4,1.4,1724164.86328125,5631.81336497566
50404,11358,11358,36081101700,987636,0,Census Tract 1017,New York,Queens County,4429,542,480,0,451,29,62,2282,2045,0,1884,161,237,1605,1582,0,1534,48,23,322,7.3,11.4,10.4,1.4,1724164.86328125,5631.81336497566
50405,11357,11357,36081102900,490509,0,Census Tract 1029,New York,Queens County,2702,452,317,0,317,0,135,1422,1261,0,1252,9,161,828,805,0,805,0,23,319,11.8,29.9,11.3,2.8,856411.23828125,4309.93612696944
50406,11691,11691,36081103201,400183,28173,Census Tract 1032.01,New York,Queens County,3669,1336,1152,0,950,202,184,1828,1628,0,1354,274,200,505,449,0,431,18,56,440,12.0,13.8,10.9,11.1,705357.23828125,4335.7929804552205
50407,11691,11691,36081103202,712534,0,Census Tract 1032.02,New York,Queens County,3914,1029,834,0,818,16,195,1551,1471,0,1389,82,80,1334,1309,0,1305,4,25,300,7.7,19.0,5.2,1.9,1237506.52734375,4660.774251793599
50408,11357,11357,36081103300,606048,0,Census Tract 1033,New York,Queens County,3187,586,458,0,432,26,128,1417,1326,14,1225,87,91,1184,1174,0,1174,0,10,229,7.2,21.8,6.4,0.8,1057989.80078125,4670.94298711714
50409,11357,11357,36081103900,878035,0,Census Tract 1039,New York,Queens County,4831,784,675,0,557,118,109,2450,2283,0,2109,174,167,1597,1538,0,1415,123,59,335,6.9,13.9,6.8,3.7,1533022.1875,5520.292682899829
50410,11354,11354,36081104700,841801,0,Census Tract 1047,New York,Queens County,4985,836,678,0,605,73,158,2893,2620,0,2412,208,273,1256,1147,0,1129,18,109,540,10.8,18.9,9.4,8.7,1469361.890625,5298.61239521204
50410,11357,11357,36081104700,841801,0,Census Tract 1047,New York,Queens County,4985,836,678,0,605,73,158,2893,2620,0,2412,208,273,1256,1147,0,1129,18,109,540,10.8,18.9,9.4,8.7,1469361.890625,5298.61239521204
50411,11354,11354,36081105900,649579,0,Census Tract 1059,New York,Queens County,2807,558,436,16,352,68,122,1381,1265,27,1190,48,116,868,858,0,827,31,10,248,8.8,21.9,8.4,1.2,1133800.19921875,4928.095410130711
50411,11357,11357,36081105900,649579,0,Census Tract 1059,New York,Queens County,2807,558,436,16,352,68,122,1381,1265,27,1190,48,116,868,858,0,827,31,10,248,8.8,21.9,8.4,1.2,1133800.19921875,4928.095410130711
50411,11358,11358,36081105900,649579,0,Census Tract 1059,New York,Queens County,2807,558,436,16,352,68,122,1381,1265,27,1190,48,116,868,858,0,827,31,10,248,8.8,21.9,8.4,1.2,1133800.19921875,4928.095410130711
50412,11693,11693,36081107201,1385932,0,Census Tract 1072.01,New York,Queens County,1451,130,123,0,111,12,7,895,851,0,771,80,44,426,420,0,378,42,6,57,3.9,5.4,4.9,1.4,2152591.7265625,12736.0295854248
50414,11358,11358,36081108500,444815,0,Census Tract 1085,New York,Queens County,1733,219,202,0,196,6,17,899,746,0,735,11,153,615,605,0,590,15,10,180,10.4,7.8,17.0,1.6,776365.171875,3745.5555962595
50414,11360,11360,36081108500,444815,0,Census Tract 1085,New York,Queens County,1733,219,202,0,196,6,17,899,746,0,735,11,153,615,605,0,590,15,10,180,10.4,7.8,17.0,1.6,776365.171875,3745.5555962595
50415,11360,11360,36081109300,1069850,458982,Census Tract 1093,New York,Queens County,2319,316,281,0,259,22,35,941,880,0,839,41,61,1062,1030,0,972,58,32,128,5.5,11.1,6.5,3.0,1931653.41015625,8289.93620657126
50415,11361,11361,36081109300,1069850,458982,Census Tract 1093,New York,Queens County,2319,316,281,0,259,22,35,941,880,0,839,41,61,1062,1030,0,972,58,32,128,5.5,11.1,6.5,3.0,1931653.41015625,8289.93620657126
50416,11361,11361,36081109700,445149,0,Census Tract 1097,New York,Queens County,1283,73,58,6,52,0,15,593,577,0,560,17,16,617,612,7,595,10,5,36,2.8,20.5,2.7,0.8,776902.3359375,4566.32112494549
50417,11358,11358,36081109900,378701,0,Census Tract 1099,New York,Queens County,2369,481,378,0,347,31,103,1181,1073,0,1006,67,108,707,687,0,649,38,20,231,9.8,21.4,9.1,2.8,660879.96484375,3329.91307723074
50417,11361,11361,36081109900,378701,0,Census Tract 1099,New York,Queens County,2369,481,378,0,347,31,103,1181,1073,0,1006,67,108,707,687,0,649,38,20,231,9.8,21.4,9.1,2.8,660879.96484375,3329.91307723074
50418,11361,11361,36081111300,730305,105941,Census Tract 1113,New York,Queens County,1799,192,171,0,149,22,21,786,721,0,697,24,65,821,806,0,768,38,15,101,5.6,10.9,8.3,1.8,1266818.05078125,5313.3184582712
50419,11361,11361,36081112300,279273,0,Census Tract 1123,New York,Queens County,1424,145,118,0,104,14,27,558,521,0,509,12,37,721,716,0,705,11,5,69,4.8,18.6,6.6,0.7,487345.54296875,3141.9965437394603
50420,11361,11361,36081112900,354968,0,Census Tract 1129,New York,Queens County,1554,125,88,0,88,0,37,524,500,0,487,13,24,905,887,0,854,33,18,79,5.1,29.6,4.6,2.0,619422.6875,3655.4012388362
50421,11358,11358,36081113300,253829,0,Census Tract 1133,New York,Queens County,1287,146,122,0,122,0,24,501,452,0,446,6,49,640,634,5,629,0,6,79,6.1,16.4,9.8,0.9,442915.15234375,2786.56269635122
50421,11361,11361,36081113300,253829,0,Census Tract 1133,New York,Queens County,1287,146,122,0,122,0,24,501,452,0,446,6,49,640,634,5,629,0,6,79,6.1,16.4,9.8,0.9,442915.15234375,2786.56269635122
50422,11358,11358,36081113900,383381,0,Census Tract 1139,New York,Queens County,2647,254,228,0,222,6,26,1574,1341,0,1269,72,233,819,793,0,756,37,26,285,10.8,10.2,14.8,3.2,668976.11328125,4074.6127825753297
50423,11358,11358,36081114100,448090,0,Census Tract 1141,New York,Queens County,1830,158,148,0,121,27,10,841,771,0,693,78,70,831,795,0,776,19,36,116,6.3,6.3,8.3,4.3,782002.81640625,3995.22378795887
50424,11358,11358,36081114700,308438,0,Census Tract 1147,New York,Queens County,1280,133,133,6,122,5,0,731,693,12,633,48,38,416,404,0,374,30,12,50,3.9,0.0,5.2,2.9,538270.4296875,3057.53876892766
50425,11354,11354,36081115100,282637,13939,Census Tract 1151,New York,Queens County,794,124,59,0,59,0,65,339,294,0,287,7,45,331,311,0,311,0,20,130,16.4,52.4,13.3,6.0,517574.8671875,2903.1551978801
50425,11358,11358,36081115100,282637,13939,Census Tract 1151,New York,Queens County,794,124,59,0,59,0,65,339,294,0,287,7,45,331,311,0,311,0,20,130,16.4,52.4,13.3,6.0,517574.8671875,2903.1551978801
50426,11354,11354,36081115500,187009,0,Census Tract 1155,New York,Queens County,1498,385,337,0,307,30,48,853,740,0,715,25,113,260,230,0,219,11,30,191,12.8,12.5,13.2,11.5,326354.8359375,3009.84687634498
50427,11354,11354,36081115700,314622,0,Census Tract 1157,New York,Queens County,2625,457,317,0,281,36,140,1545,1307,10,1226,71,238,623,612,9,549,54,11,389,14.8,30.6,15.4,1.8,549053.02734375,3217.5544133570597
50428,11354,11354,36081115900,308992,0,Census Tract 1159,New York,Queens County,3186,677,535,0,480,55,142,1914,1555,5,1499,51,359,595,536,5,482,49,59,560,17.6,21.0,18.8,9.9,539249.34765625,2952.83932281753
50429,11354,11354,36081116100,175693,0,Census Tract 1161,New York,Queens County,3093,947,690,0,437,253,257,1403,1147,0,996,151,256,743,708,0,651,57,35,548,17.7,27.1,18.2,4.7,306597.69140625,2510.02748900917
50430,11354,11354,36081116300,251471,0,Census Tract 1163,New York,Queens County,6557,2038,1483,0,1272,211,555,3689,2905,0,2643,262,784,830,775,0,763,12,55,1394,21.3,27.2,21.3,6.6,438796.71875,3421.6835998652
50430,11355,11355,36081116300,251471,0,Census Tract 1163,New York,Queens County,6557,2038,1483,0,1272,211,555,3689,2905,0,2643,262,784,830,775,0,763,12,55,1394,21.3,27.2,21.3,6.6,438796.71875,3421.6835998652
50431,11354,11354,36081116700,166109,0,Census Tract 1167,New York,Queens County,1317,446,289,0,226,63,157,654,482,0,435,47,172,217,197,0,197,0,20,349,26.5,35.2,26.3,9.2,289831.51171875,2697.41232889637
50431,11355,11355,36081116700,166109,0,Census Tract 1167,New York,Queens County,1317,446,289,0,226,63,157,654,482,0,435,47,172,217,197,0,197,0,20,349,26.5,35.2,26.3,9.2,289831.51171875,2697.41232889637
50432,11354,11354,36081117100,397540,0,Census Tract 1171,New York,Queens County,1825,458,364,0,276,88,94,895,782,0,686,96,113,472,464,0,418,46,8,215,11.8,20.5,12.6,1.7,693662.57421875,3999.0526060298603
50432,11358,11358,36081117100,397540,0,Census Tract 1171,New York,Queens County,1825,458,364,0,276,88,94,895,782,0,686,96,113,472,464,0,418,46,8,215,11.8,20.5,12.6,1.7,693662.57421875,3999.0526060298603
50433,11358,11358,36081117500,562493,0,Census Tract 1175,New York,Queens County,3766,573,440,0,406,34,133,2032,1790,0,1705,85,242,1161,1115,0,1070,45,46,421,11.2,23.2,11.9,4.0,981437.05078125,4435.88865005387
50434,11358,11358,36081118100,195225,0,Census Tract 1181,New York,Queens County,1224,146,132,0,115,17,14,586,542,0,494,48,44,492,474,0,468,6,18,76,6.2,9.6,7.5,3.7,340606.90625,2441.80697479438
50434,11361,11361,36081118100,195225,0,Census Tract 1181,New York,Queens County,1224,146,132,0,115,17,14,586,542,0,494,48,44,492,474,0,468,6,18,76,6.2,9.6,7.5,3.7,340606.90625,2441.80697479438
50435,11355,11355,36081118500,155079,0,Census Tract 1185,New York,Queens County,1530,430,251,0,212,39,179,773,677,0,634,43,96,327,327,0,304,23,0,275,18.0,41.6,12.4,0.0,270563.12109375,3260.9200280889195
50435,11358,11358,36081118500,155079,0,Census Tract 1185,New York,Queens County,1530,430,251,0,212,39,179,773,677,0,634,43,96,327,327,0,304,23,0,275,18.0,41.6,12.4,0.0,270563.12109375,3260.9200280889195
50436,11355,11355,36081118700,187235,0,Census Tract 1187,New York,Queens County,1811,620,506,0,368,138,114,811,715,0,647,68,96,380,380,0,375,5,0,210,11.6,18.4,11.8,0.0,326668.59765625,2531.69920205392
50437,11355,11355,36081118900,202351,0,Census Tract 1189,New York,Queens County,1717,515,456,0,357,99,59,717,627,0,571,56,90,485,485,0,429,56,0,149,8.7,11.5,12.6,0.0,353008.015625,2416.65041073256
50438,11355,11355,36081119100,217684,0,Census Tract 1191,New York,Queens County,2232,514,397,0,375,22,117,1358,1167,0,1092,75,191,360,360,0,326,34,0,308,13.8,22.8,14.1,0.0,379758.921875,2933.70365169857
50438,11358,11358,36081119100,217684,0,Census Tract 1191,New York,Queens County,2232,514,397,0,375,22,117,1358,1167,0,1092,75,191,360,360,0,326,34,0,308,13.8,22.8,14.1,0.0,379758.921875,2933.70365169857
50439,11358,11358,36081119300,211094,0,Census Tract 1193,New York,Queens County,1526,333,295,0,283,12,38,651,569,0,552,17,82,542,526,0,496,30,16,136,8.9,11.4,12.6,3.0,368267.421875,2807.75661794401
50440,11358,11358,36081119500,189356,0,Census Tract 1195,New York,Queens County,1024,152,134,0,134,0,18,577,548,0,548,0,29,295,292,0,292,0,3,50,4.9,11.8,5.0,1.0,330324.46484375,2729.34482533758
50441,11355,11355,36081119900,184357,0,Census Tract 1199,New York,Queens County,1260,274,200,0,192,8,74,702,638,5,581,52,64,284,263,0,249,14,21,159,12.6,27.0,9.1,7.4,321590.421875,2855.1985284156203
50441,11358,11358,36081119900,184357,0,Census Tract 1199,New York,Queens County,1260,274,200,0,192,8,74,702,638,5,581,52,64,284,263,0,249,14,21,159,12.6,27.0,9.1,7.4,321590.421875,2855.1985284156203
50442,11355,11355,36081120100,162893,0,Census Tract 1201,New York,Queens County,1148,371,324,0,278,46,47,617,575,0,575,0,42,160,125,0,125,0,35,124,10.8,12.7,6.8,21.9,284145.28125,2619.06499607632
50443,11355,11355,36081120300,184012,0,Census Tract 1203,New York,Queens County,1208,363,325,0,310,15,38,522,468,0,462,6,54,323,314,0,308,6,9,101,8.4,10.5,10.3,2.8,320940.29296875,2613.93448551083
50444,11355,11355,36081120500,202234,0,Census Tract 1205,New York,Queens County,2158,887,474,0,424,50,413,1018,809,0,790,19,209,253,187,0,169,18,66,688,31.9,46.6,20.5,26.1,352748.359375,2441.97290615087
50445,11358,11358,36081120700,704083,0,Census Tract 1207,New York,Queens County,2343,412,401,0,365,36,11,1283,1187,0,1141,46,96,648,643,0,626,17,5,112,4.8,2.7,7.5,0.8,1228085.1796875,5581.43514367078
50445,11365,11365,36081120700,704083,0,Census Tract 1207,New York,Queens County,2343,412,401,0,365,36,11,1283,1187,0,1141,46,96,648,643,0,626,17,5,112,4.8,2.7,7.5,0.8,1228085.1796875,5581.43514367078
50446,11365,11365,36081121100,979719,46201,Census Tract 1211,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1789159.55078125,6305.74010411645
50447,11355,11355,36081121500,631660,0,Census Tract 1215,New York,Queens County,3268,945,917,0,780,137,28,1245,1001,0,968,33,244,1078,1053,0,1036,17,25,297,9.1,3.0,19.6,2.3,1101429.3125,5201.468208088821
50447,11365,11365,36081121500,631660,0,Census Tract 1215,New York,Queens County,3268,945,917,0,780,137,28,1245,1001,0,968,33,244,1078,1053,0,1036,17,25,297,9.1,3.0,19.6,2.3,1101429.3125,5201.468208088821
50448,11365,11365,36081122300,495705,0,Census Tract 1223,New York,Queens County,2653,404,387,0,310,77,17,1229,1125,0,1010,115,104,1020,905,0,864,41,115,236,8.9,4.2,8.5,11.3,864223.25,4413.08239253451
50449,11365,11365,36081122701,701334,0,Census Tract 1227.01,New York,Queens County,8409,670,582,0,582,0,88,5345,4421,0,4269,152,924,2394,2336,0,2309,27,58,1070,12.7,13.1,17.3,2.4,1222656.046875,4958.52661703543
50450,11365,11365,36081122702,449732,0,Census Tract 1227.02,New York,Queens County,4575,1202,1034,0,808,226,168,2480,2053,15,1807,231,427,893,735,0,735,0,158,753,16.5,14.0,17.2,17.7,784027.96875,4699.2482150985
50450,11367,11367,36081122702,449732,0,Census Tract 1227.02,New York,Queens County,4575,1202,1034,0,808,226,168,2480,2053,15,1807,231,427,893,735,0,735,0,158,753,16.5,14.0,17.2,17.7,784027.96875,4699.2482150985
50451,11365,11365,36081124100,499010,0,Census Tract 1241,New York,Queens County,2670,461,388,0,338,50,73,1173,1075,0,1045,30,98,1036,1036,14,989,33,0,171,6.4,15.8,8.4,0.0,869768.3359375,4660.21318513372
50451,11366,11366,36081124100,499010,0,Census Tract 1241,New York,Queens County,2670,461,388,0,338,50,73,1173,1075,0,1045,30,98,1036,1036,14,989,33,0,171,6.4,15.8,8.4,0.0,869768.3359375,4660.21318513372
50452,11365,11365,36081124700,483459,0,Census Tract 1247,New York,Queens County,2433,249,249,0,249,0,0,1094,912,0,912,0,182,1090,1090,0,1090,0,0,182,7.5,0.0,16.6,0.0,842692.46484375,4110.72349622057
50452,11366,11366,36081124700,483459,0,Census Tract 1247,New York,Queens County,2433,249,249,0,249,0,0,1094,912,0,912,0,182,1090,1090,0,1090,0,0,182,7.5,0.0,16.6,0.0,842692.46484375,4110.72349622057
50453,11365,11365,36081125700,331894,0,Census Tract 1257,New York,Queens County,1945,266,253,0,233,20,13,1028,972,12,882,78,56,651,651,0,620,31,0,69,3.5,4.9,5.4,0.0,578445.5859375,3407.6309312565804
50453,11366,11366,36081125700,331894,0,Census Tract 1257,New York,Queens County,1945,266,253,0,233,20,13,1028,972,12,882,78,56,651,651,0,620,31,0,69,3.5,4.9,5.4,0.0,578445.5859375,3407.6309312565804
50454,11432,11432,36081126500,200793,0,Census Tract 1265,New York,Queens County,1129,99,87,0,87,0,12,426,378,0,349,29,48,604,604,0,573,31,0,60,5.3,12.1,11.3,0.0,349917.01953125,2836.52252390733
50455,11432,11432,36081126700,775341,0,Census Tract 1267,New York,Queens County,1489,279,248,0,223,25,31,705,659,0,637,22,46,505,505,0,505,0,0,77,5.2,11.1,6.5,0.0,1351151.234375,5911.87732258234
50456,11366,11366,36081127700,1069117,0,Census Tract 1277,New York,Queens County,2155,99,90,0,90,0,9,806,770,0,759,11,36,1250,1231,20,1194,17,19,64,3.0,9.1,4.5,1.5,1863335.796875,5655.797376528791
50456,11423,11423,36081127700,1069117,0,Census Tract 1277,New York,Queens County,2155,99,90,0,90,0,9,806,770,0,759,11,36,1250,1231,20,1194,17,19,64,3.0,9.1,4.5,1.5,1863335.796875,5655.797376528791
50456,11432,11432,36081127700,1069117,0,Census Tract 1277,New York,Queens County,2155,99,90,0,90,0,9,806,770,0,759,11,36,1250,1231,20,1194,17,19,64,3.0,9.1,4.5,1.5,1863335.796875,5655.797376528791
50457,11364,11364,36081128300,1971930,0,Census Tract 1283,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3437800.0078125,11304.854212548602
50457,11366,11366,36081128300,1971930,0,Census Tract 1283,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3437800.0078125,11304.854212548602
50458,11364,11364,36081129102,991868,0,Census Tract 1291.02,New York,Queens County,2760,234,215,0,215,0,19,1089,1015,0,958,57,74,1437,1426,0,1395,31,11,104,3.8,8.1,6.8,0.8,1729071.15625,6397.91057214534
50458,11427,11427,36081129102,991868,0,Census Tract 1291.02,New York,Queens County,2760,234,215,0,215,0,19,1089,1015,0,958,57,74,1437,1426,0,1395,31,11,104,3.8,8.1,6.8,0.8,1729071.15625,6397.91057214534
50459,11364,11364,36081129103,458536,0,Census Tract 1291.03,New York,Queens County,3135,168,147,0,112,35,21,1337,1202,0,1141,61,135,1630,1596,17,1549,30,34,190,6.1,12.5,10.1,2.1,799462.22265625,4032.5961678747
50460,11364,11364,36081129104,708262,0,Census Tract 1291.04,New York,Queens County,3454,327,272,9,263,0,55,1347,1276,9,1221,46,71,1780,1751,0,1713,38,29,155,4.5,16.8,5.3,1.6,1234905.87890625,5498.78702834365
50461,11427,11427,36081130100,698698,0,Census Tract 1301,New York,Queens County,2850,256,212,0,212,0,44,1542,1366,0,1232,134,176,1052,1010,0,988,22,42,262,9.2,17.2,11.4,4.0,1218071.33203125,4628.58115870669
50462,11365,11365,36081133300,695376,0,Census Tract 1333,New York,Queens County,2740,276,249,0,238,11,27,1167,1120,0,1120,0,47,1297,1279,0,1279,0,18,92,3.4,9.8,4.0,1.4,1212220.4765625,5130.6448175492
50462,11366,11366,36081133300,695376,0,Census Tract 1333,New York,Queens County,2740,276,249,0,238,11,27,1167,1120,0,1120,0,47,1297,1279,0,1279,0,18,92,3.4,9.8,4.0,1.4,1212220.4765625,5130.6448175492
50463,11366,11366,36081133900,226211,0,Census Tract 1339,New York,Queens County,902,73,68,0,68,0,5,272,267,8,256,3,5,557,557,3,536,18,0,10,1.1,6.8,1.8,0.0,394309.12890625,2513.8705377543397
50464,11365,11365,36081134100,592973,0,Census Tract 1341,New York,Queens County,2508,250,250,0,250,0,0,1042,1006,0,977,29,36,1216,1199,0,1187,12,17,53,2.1,0.0,3.5,1.4,1033817.27734375,4905.1240171521395
50465,11365,11365,36081134700,1078957,0,Census Tract 1347,New York,Queens County,7342,731,629,0,629,0,102,2955,2751,14,2536,201,204,3656,3494,0,3399,95,162,468,6.4,14.0,6.9,4.4,1881246.58984375,5674.42059650823
50465,11366,11366,36081134700,1078957,0,Census Tract 1347,New York,Queens County,7342,731,629,0,629,0,102,2955,2751,14,2536,201,204,3656,3494,0,3399,95,162,468,6.4,14.0,6.9,4.4,1881246.58984375,5674.42059650823
50466,11364,11364,36081136700,772177,0,Census Tract 1367,New York,Queens County,4569,554,438,21,374,43,116,2339,2202,48,2084,70,137,1676,1645,26,1586,33,31,284,6.2,20.9,5.9,1.8,1346601.984375,4741.4948069399
50467,11364,11364,36081137700,749685,0,Census Tract 1377,New York,Queens County,4788,596,563,0,563,0,33,2389,2210,0,2039,171,179,1803,1711,0,1651,60,92,304,6.3,5.5,7.5,5.1,1307491.37890625,4839.9579731067
50468,11361,11361,36081138501,989756,49214,Census Tract 1385.01,New York,Queens County,3342,296,264,0,250,14,32,1751,1695,0,1663,32,56,1295,1209,0,1193,16,86,174,5.2,10.8,3.2,6.6,1812437.04296875,5896.59213123412
50468,11364,11364,36081138501,989756,49214,Census Tract 1385.01,New York,Queens County,3342,296,264,0,250,14,32,1751,1695,0,1663,32,56,1295,1209,0,1193,16,86,174,5.2,10.8,3.2,6.6,1812437.04296875,5896.59213123412
50469,11362,11362,36081138502,2354813,39269,Census Tract 1385.02,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3990200.33203125,21011.7219999247
50470,11364,11364,36081139900,364201,0,Census Tract 1399,New York,Queens County,1204,98,98,0,98,0,0,484,444,0,444,0,40,622,602,0,596,6,20,60,5.0,0.0,8.3,3.2,635238.35546875,3302.92906288125
50471,11364,11364,36081140300,374326,0,Census Tract 1403,New York,Queens County,1788,147,136,0,136,0,11,904,869,0,860,9,35,737,721,0,721,0,16,62,3.5,7.5,3.9,2.2,652864.96484375,3330.12565950151
50472,11364,11364,36081140901,244502,0,Census Tract 1409.01,New York,Queens County,730,124,124,0,124,0,0,266,253,0,253,0,13,340,340,0,340,0,0,13,1.8,0.0,4.9,0.0,426415.078125,2710.17073502942
50473,11364,11364,36081140902,537655,0,Census Tract 1409.02,New York,Queens County,2284,519,449,0,403,46,70,979,937,0,891,46,42,786,772,0,749,23,14,126,5.5,13.5,4.3,1.8,937638.9921875,4296.50237609137
50473,11365,11365,36081140902,537655,0,Census Tract 1409.02,New York,Queens County,2284,519,449,0,403,46,70,979,937,0,891,46,42,786,772,0,749,23,14,126,5.5,13.5,4.3,1.8,937638.9921875,4296.50237609137
50474,11358,11358,36081141700,892286,0,Census Tract 1417,New York,Queens County,3804,466,419,0,404,15,47,1970,1797,0,1712,85,173,1368,1368,0,1244,124,0,220,5.8,10.1,8.8,0.0,1556083.8671875,6046.92823908621
50474,11365,11365,36081141700,892286,0,Census Tract 1417,New York,Queens County,3804,466,419,0,404,15,47,1970,1797,0,1712,85,173,1368,1368,0,1244,124,0,220,5.8,10.1,8.8,0.0,1556083.8671875,6046.92823908621
50475,11358,11358,36081142900,530341,0,Census Tract 1429,New York,Queens County,2737,440,377,0,370,7,63,1401,1262,0,1215,47,139,896,896,0,831,65,0,202,7.4,14.3,9.9,0.0,925057.96484375,5158.3030975596
50475,11364,11364,36081142900,530341,0,Census Tract 1429,New York,Queens County,2737,440,377,0,370,7,63,1401,1262,0,1215,47,139,896,896,0,831,65,0,202,7.4,14.3,9.9,0.0,925057.96484375,5158.3030975596
